sbe	entry-index	full-tr
AUG1001.SBE	3	전할 상대는 타일러 휘트니입니다.
AUG1001.SBE	4	첫 번째 침대칸 1번 객실이요.
AUG1001.SBE	5	꽤 오래 기다리고 있습니다.
AUG1001.SBE	6	예, 무슈. 제가 제대로 못 알아들어 죄송합니다.
AUG1001.SBE	7	실례합니다.
AUG1002A.SBE	0	네, 누구죠?
AUG1002A.SBE	1	헤어 휘트니, 아우구스트 슈미트입니다.
AUG1002A.SBE	2	문 좀 열어주시겠습니까?
AUG1002B.SBE	0	헤어 휘트니, 문을 여시오!
AUG1003.SBE	0	실례합니다, 프로일라인 볼프.
AUG1003.SBE	1	인사를 드리지 않고는 자리를 뜰 수가 없어서요.
AUG1003.SBE	2	저를 기억 못 하실 겁니다.
AUG1003.SBE	3	제 이름은 아우구스트 슈미트입니다.
AUG1003.SBE	4	하지만 저는 선생님을 기억합니다.
AUG1003.SBE	5	런던 로더 부인 댁에서였지요, 그렇지 않습니까?
AUG1003.SBE	6	네. 브람스 바이올린 협주곡을 연주하셨지요.
AUG1003.SBE	7	기억해 주시다니 정말 감사하네요.
AUG1003A.SBE	0	그리고... 영국 여자분과 함께 계셨죠.
AUG1003A.SBE	1	부인이셨나요?
AUG1003A.SBE	2	흠... 네... 그러니까... 식사 중에 방해해 죄송합니다.
AUG1003A.SBE	3	이 여정을 함께하게 되어 기쁘다는 말씀을 드려도 될까요?
AUG1003A.SBE	4	친절하시네요. 좋은 저녁 보내세요.
AUG1004.SBE	0	런던에서 처음 뵀을 때는 영국인인 줄 알았습니다.
AUG1004.SBE	1	그렇지는 않아요.
AUG1004.SBE	2	아닙니다, 정말 그렇습니다.
AUG1004.SBE	3	제 아내가 영국인입니다.
AUG1004.SBE	4	아마 그 때문이겠지요.
AUG1004.SBE	5	그것만은 아닙니다.
AUG1004.SBE	6	옷차림도 그렇고, 몸가짐도 그렇고요.
AUG1004.SBE	7	무엇보다 영어를 정말 아름답게 구사하시잖습니까.
AUG1004.SBE	8	독일인이라고는 상상도 못 했을 겁니다.
AUG1004.SBE	9	그게 다예요? 하하.
AUG1004.SBE	10	하지만 정말로, 미스 볼프의 영어도 아주 훌륭합니다.
AUG1005.SBE	0	아, 이렇게라면 밤새 이야기할 수도 있겠네요.
AUG1005.SBE	1	하지만... 너무 피곤해서 눈을 뜨고 있기가 힘들어요.
AUG1005.SBE	2	저도 영원히 이야기를 계속하고 싶은 마음입니다!
AUG1005.SBE	3	안녕히 주무세요, 헤어 슈미트.
AUG1052.SBE	0	봉수아르, 무슈. 저녁을 주문하시겠습니까?
AUG1052.SBE	1	예, 로스트 덕으로 하고... 96년 보르도 한 병 주세요.
AUG1052.SBE	2	알겠습니다, 무슈.
AUG1053.SBE	0	무슈, 로스트 덕 나왔습니다.
AUG1053.SBE	1	고맙습니다.
AUG1100A.SBE	0	실례합니다.
AUG1100B.SBE	0	실례합니다.
AUG1100C.SBE	0	실례하겠습니다.
AUG1100D.SBE	0	실례합니다.
AUG1128A.SBE	0	예?
AUG1128B.SBE	0	예?
AUG1128E.SBE	0	밖에 누구죠?
AUG1128F.SBE	0	누구죠?
AUG1128G.SBE	0	들어오세요.
AUG1128H.SBE	0	네, 들어오세요!
AUG1128I.SBE	0	들어오십시오.
AUG2094.SBE	0	차장!
AUG2094.SBE	1	제가 점심 먹는 동안 제 객실 문 잠기는지
AUG2094.SBE	2	확인해 주시겠습니까?
AUG2094B.SBE	0	곧바로 하겠습니다, 무슈.
AUG2094C.SBE	0	예, 무슈.
AUG2095.SBE	0	차장, 제 문 좀 잠가주시겠습니까?
AUG2095A.SBE	0	물론입니다, 무슈.
AUG2096.SBE	0	차장, 제 객실 문 좀 열어주시겠습니까?
AUG2096A.SBE	0	곧바로 하겠습니다, 무슈.
AUG2097.SBE	0	- 여기 있습니다, 무슈. - 감사합니다.
AUG2098.SBE	0	여기 있습니다, 무슈.
AUG2098.SBE	1	문제없으십니까?
AUG2098.SBE	2	네, 괜찮습니다. 감사합니다.
AUG2113.SBE	0	모든 것이 마음에 드십니까, 무슈?
AUG2113.SBE	1	네, 감사합니다.
AUG2113.SBE	2	더 필요하신 건 없으십니까, 무슈?
AUG2113.SBE	3	빵 하나만 더 주시지요.
AUG2113.SBE	4	곧 가져오겠습니다, 무슈.
AUG2114.SBE	0	샴페인 주문할까요?
AUG2114.SBE	1	샴페인요? 아직 10시도 안 됐는데.
AUG2114.SBE	2	그래서요?
AUG2114.SBE	3	당신, 정말 멋진 사람인 거 아시나요?
AUG2114A.SBE	0	실례합니다, 숙녀분들.
AUG2114A.SBE	1	샴페인 말씀하시는 걸 듣고 그냥 지나칠 수가 없었습니다.
AUG2114A.SBE	2	그건 제가 좀 아는 분야입니다.
AUG2114A.SBE	3	뵈브 클리코 1906 한 병, 함께하시겠습니까?
AUG2114A.SBE	4	아, 저희가 그럴 수는...
AUG2114A.SBE	5	어머, 감사합니다. 정말 친절하시네요.
AUG2114A.SBE	6	소피!
AUG2114A.SBE	7	먼저 인사드리겠습니다. 아우구스트 슈미트입니다.
AUG2114A.SBE	8	소피 드 브레퇴유예요.
AUG2114A.SBE	9	그리고 이 수줍은 아가씨는 마드무아젤 노턴이에요.
AUG2114A.SBE	10	프랑스 분이십니까?
AUG2114A.SBE	11	저는 보헤미아 출신이에요. 마드무아젤 노턴은 영국인이고요.
AUG2114A.SBE	12	그렇습니까? 어디까지 가실 예정이시죠?
AUG2114A.SBE	13	갈 수 있는 데까지요, 고마워요.
AUG2114A.SBE	14	그쪽은요, 무슈 아우구스트?
AUG2114A.SBE	15	음... 슈미트입니다. 아우구스트 슈미트.
AUG2114A.SBE	16	일 때문에 가는 길입니다.
AUG2114A.SBE	17	간단한 거래 하나 마치고 나면
AUG2114A.SBE	18	뮌헨에 있는 아내와 아이들에게 돌아가야지요.
AUG2114A.SBE	19	좋네요.
AUG2114A.SBE	20	부인께서 함께 못 오신 건 아쉽네요.
AUG2114A.SBE	21	그러게요, 당신이 자주 비우면 힘드시겠어요.
AUG2114A.SBE	22	뭐, 아이들이 있으니까요.
AUG2114A.SBE	23	그래도 사실 저는 출장이 아주 잦습니다.
AUG2114A.SBE	24	두 분은 여성끼리만 여행 중이십니까?
AUG2114A.SBE	25	아뇨, 저는 소피와 같이 가요.
AUG2114A.SBE	26	그리고 소피도 저와 함께죠.
AUG2114A.SBE	27	아, 그렇군요. 물론입니다.
AUG2114A.SBE	28	이국 땅에서는 조심하셔야 합니다.
AUG2114A.SBE	29	두 분처럼 젊은 숙녀들이라면 더더욱요.
AUG2114A.SBE	30	동쪽으로 갈수록 겉보기와 다른 일이 많습니다.
AUG2114A.SBE	31	그쪽은요, 무슈 아우구스트? 늘 겉보기 그대로인 분인가요?
AUG2114A.SBE	32	슈미트입니다.
AUG2114A.SBE	33	왜죠? 제가 어떻게 보이는데요?
AUG2114A.SBE	34	제 눈엔 비밀이 아주 많은 남자로 보여요.
AUG2114A.SBE	35	비밀이요? 제가요? 하하.
AUG2114A.SBE	36	아, 맞아요.
AUG2114A.SBE	37	말해 드릴게요.
AUG2114A.SBE	38	이토록 매혹적인 두 숙녀와 이렇게 즐겁게 마주 앉아 이야기하는 일 자체가
AUG2114A.SBE	39	제게는 아주 은밀한 즐거움이지요.
AUG2114A.SBE	40	아내에겐 굳이 말하지 않는 편이 낫겠습니다.
AUG2115.SBE	0	자기, 또 두통이 오려는 것 같아.
AUG2115.SBE	1	어머, 안 돼. 당장 가서 누워.
AUG2115.SBE	2	만나서 즐거웠어요, 무슈 아우구스트.
AUG2115.SBE	3	샴페인은 다음에 같이 마셔요, 그렇죠?
AUG2115.SBE	4	명예를 걸고 약속드리지요.
AUG3006.SBE	0	비엔나에서요?
AUG3006.SBE	1	콘스탄티노플까지 가신다고 하지 않으셨나요?
AUG3006.SBE	2	네, 하지만 계획이 바뀌었습니다. 일 때문이지요.
AUG3006.SBE	3	정말 비엔나에서 내리셔야 하나요?
AUG3006.SBE	4	마담께서 그렇게 말씀하시니 더 아쉽군요.
AUG3006.SBE	5	여정 내내 함께할 수 있길 기대하고 있었습니다.
AUG3006A.SBE	0	도대체 무슨 일을 하시길래요? 말씀하실 때마다 너무 비밀스러워요.
AUG3006A.SBE	1	지루하게 느끼실까 걱정됩니다.
AUG3006A.SBE	2	자세히 말씀드릴 수는 없지만,
AUG3006A.SBE	3	제가 하는 일은 단순한 상업만은 아닙니다.
AUG3006A.SBE	4	저 나름대로 조국을 위해 맡은 몫을 하고 있지요.
AUG3007.SBE	0	저도 젊을 때 음악을 공부했습니다.
AUG3007.SBE	1	스스로 말하긴 뭣하지만, 재능이 아주 없진 않았습니다.
AUG3007.SBE	2	하지만 인생은 제게 다른 길을 준비해 두었더군요.
AUG3007.SBE	3	우리 중 누구도 자기 운명을 마음대로 고를 수는 없지요, 헤어 슈미트.
AUG3007.SBE	4	아... 하지만 마담이 연주하실 때면,
AUG3007.SBE	5	우리 모두가 자유롭다고 느끼게 됩니다.
AUG3007.SBE	6	정말로 날개를 달고 날아오를 수 있을 것처럼요.
AUG3007A.SBE	0	게다가 전 어디든 바이올린을 들고 갈 수 있잖아요.
AUG3007A.SBE	1	피아노는 그게 좀 어렵지요.
AUG3007A.SBE	2	그래도 헤어 슈미트, 당신이 하는 일이 정말 궁금해요.
AUG3008.SBE	0	이제 연주회 준비를 해야겠어요.
AUG3008.SBE	1	저는 맨 앞줄에 있겠습니다.
AUG3008.SBE	2	친절하시네요, 헤어 슈미트.
AUG3008.SBE	3	그냥 아우구스트라고 불러 주십시오.
AUG3009.SBE	0	프로일라인 볼프, 훌륭했습니다. 분더바.
AUG3009.SBE	1	아, 고마워요.
AUG3009.SBE	2	샴페인 한 잔 함께하시겠습니까?
AUG3009.SBE	3	마음은 고맙지만, 지금은 조금 피곤하네요.
AUG3009.SBE	4	고마워요.
AUG3009A.SBE	0	그럼 저녁은 어떻습니까?
AUG3100.SBE	0	여긴 안 됩니다. 제 객실로 오십시오.
AUG3101.SBE	0	지금은 안 됩니다. 5분 뒤에요.
AUG3102.SBE	0	지금은 안 됩니다. 연주회가 끝난 뒤에요.
AUG3103.SBE	0	흡연칸에서요.
AUG4001.SBE	0	실례합니다, 무슈.
AUG4001.SBE	1	마담 볼프께서 전갈을 보내셨습니다.
AUG4001.SBE	2	예?
AUG4001.SBE	3	마담께서 몸이 편찮으셔서
AUG4001.SBE	4	오늘 저녁은 함께하지 못하신다며 유감이라고 전해달라고 하셨습니다.
AUG4001.SBE	5	정말 죄송합니다, 무슈.
AUG4001.SBE	6	그래도 특별 와인과 샴페인은 그대로 준비해 드릴까요, 무슈?
AUG4001.SBE	7	원하시면 주문을 바꾸실 수도 있습니다, 무슈.
AUG4001.SBE	8	아니요, 아까 논의한 대로 하지요.
AUG4001.SBE	9	샴페인을 먼저 가져오고, 저녁 때 와인을 내오시오.
AUG4001.SBE	10	알겠습니다, 무슈.
AUG4002.SBE	0	좋은 저녁입니다, 무슈.
AUG4002.SBE	1	좋은 저녁입니다. 베아르네즈 소스 스테이크를 미디엄 레어로 주시오.
AUG4002.SBE	2	베아르네즈 소스 스테이크, 알겠습니다. 트레 비앙, 무슈.
AUG4003.SBE	0	예, 무슈.
AUG4003.SBE	1	브랜디를 좀 주시오. 가장 좋은 것으로, 잔은 두 개.
AUG4003.SBE	2	알겠습니다, 무슈.
AUG4003A.SBE	0	웨이터!
AUG4004.SBE	0	브랜디 나왔습니다, 무슈.
AUG4004.SBE	1	고맙소. 병은 두고 가시오.
AUG4004.SBE	2	알겠습니다, 무슈.
AUG5002.SBE	0	예?
AUG5002A.SBE	0	누구죠?
AUG5002B.SBE	0	먼저 객실에 있으라고 하시더니,
AUG5002B.SBE	1	이젠 직접 와서 문을 두드리시네요!
AUG5002B.SBE	2	열지 말라고 하면서 왜 문을 두드리는 건지
AUG5002B.SBE	3	설명해 주시겠습니까?
AVRICOUR.SBE	0	아브리쿠르 오전 1:12
BADENOOS.SBE	0	바덴오스 오전 4:30
BARLEDUC.SBE	0	바르르뒤크 오후 10:45
CAT1001.SBE	0	미스 볼프?
CAT1002.SBE	0	헤어 슈미트?
CAT1002A.SBE	0	헤어 슈미트.
CAT1010.SBE	0	타티아나?
CAT1010A.SBE	0	타티아나?
CAT1012.SBE	0	미스터 돌니코프?
CAT1012A.SBE	0	미스터 돌니코프.
CAT1013.SBE	0	미스터 애벗.
CAT1014.SBE	0	밀로스.
CAT1014A.SBE	0	밀로스?
CAT1014B.SBE	0	밀로스.
CAT1015.SBE	0	마담?
CAT1015A.SBE	0	마담?
CAT1019.SBE	0	카히나?
CAT1019A.SBE	0	카히나.
CAT1021.SBE	0	마담 부타렐?
CAT1022.SBE	0	무슈 부타렐?
CAT1025.SBE	0	실례합니다, 미스터 마크타.
CAT1025A.SBE	0	미스터 마크타.
CAT1125.SBE	0	죄송합니다, 문을 잘못 찾았습니다.
CAT1125A.SBE	0	죄송합니다, 제 실수입니다.
CAT1125B.SBE	0	죄송합니다. 문이 다 비슷해서 자꾸 헷갈리네요.
CAT1125C.SBE	0	죄송합니다. 문이 다 똑같아 보여서요. 제 실수입니다.
CAT1125D.SBE	0	죄송합니다.
CAT1126A.SBE	0	실례합니다.
CAT1126B.SBE	0	실례합니다.
CAT1126C.SBE	0	실례합니다.
CAT1126D.SBE	0	실례합니다.
CAT1127A.SBE	0	실례합니다.
CAT1501.SBE	0	아, 실례합니다, 미스터 마크타.
CAT1502.SBE	0	아, 헤어 슈미트, 실례합니다.
CAT1502A.SBE	0	아, 실례합니다, 헤어 슈미트.
CAT1503.SBE	0	아, 실례합니다, 미스터 돌니코프.
CAT1504.SBE	0	미안해, 밀로스. 문을 잘못 찾았어.
CAT1505.SBE	0	죄송합니다, 마담. 밀로스를 찾고 있었습니다.
CAT1505A.SBE	0	죄송합니다. 나중에 다시 오겠습니다.
CAT1506.SBE	0	미스 볼프, 실례합니다.
CAT1506A.SBE	0	아, 미스 볼프, 방해해서 죄송합니다. 제 실수예요.
CAT1508.SBE	0	아, 실례합니다, 미스 노턴.
CAT1508A.SBE	0	미스 노턴, 실례합니다.
CAT1509.SBE	0	마드무아젤 드 브레퇴유, 실례합니다.
CAT1510.SBE	0	마담 부타렐, 실례합니다.
CAT1511.SBE	0	무슈 부타렐, 실례합니다.
CAT1512.SBE	0	실례합니다, 타티아나.
CAT1520.SBE	0	잠깐만요.
CAT1521.SBE	0	금방 나가겠습니다.
CAT5001.SBE	0	확인만 하는 겁니다.
CAT5001A.SBE	0	죄송합니다. 확인만 하겠습니다.
CAT5001B.SBE	0	걱정하실 것 없습니다. 계신 곳에만 계세요, 다 괜찮을 겁니다.
CAT5001C.SBE	0	확인만 하는 겁니다.
CAT5001C.SBE	1	걱정 마세요. 계신 곳에만 계시면 됩니다. 다 괜찮을 겁니다.
CHALONS.SBE	0	샬롱 오후 9:41
CON1018.SBE	0	실례합니다, 무슈. 차장입니다.
CON1018A.SBE	0	무슈 휘트니, 안에 계십니까?
CON1018B.SBE	0	무슈 휘트니, 차장입니다. 안에 계십니까?
CON1018D.SBE	0	예?
CON1018D.SBE	1	실례합니다, 무슈 휘트니.
CON1018D.SBE	2	헤어 슈미트가 식당칸에서 기다리고 있습니다.
CON1018D.SBE	3	전할 말씀을 받아갈까요?
CON1018D.SBE	4	곧 가겠소.
CON1018D.SBE	5	알겠습니다, 무슈.
CON1018E.SBE	0	예?
CON1018E.SBE	1	무슈 휘트니, 실례합니다.
CON1018E.SBE	2	각하께서 전용 객차에서 만나길 원하십니다.
CON1018E.SBE	3	지금 기다리고 계십니다.
CON1019.SBE	0	실례합니다, 무슈. 차장입니다.
CON1023.SBE	0	예?
CON1023.SBE	1	침대 정리를 위해 왔습니다, 무슈.
CON1023.SBE	2	잠시만 기다려 주세요.
CON1023A.SBE	0	좋은 저녁입니다, 선생님.
CON1023A.SBE	1	좋은 저녁입니다.
CON1024.SBE	0	누구죠?
CON1024.SBE	1	침대 정리하러 온 차장입니다, 무슈.
CON1024.SBE	2	잠깐만요.
CON1025.SBE	0	죄송합니다. 제가 실수로 버튼을 눌렀나 봅니다.
CON1025.SBE	1	알겠습니다, 무슈.
CON1059.SBE	0	곧바로 하겠습니다, 무슈.
CON1059A.SBE	0	거의 다 됐습니다, 무슈.
CON1060.SBE	0	침대 정리하러 온 차장입니다, 무슈.
CON1061.SBE	0	안녕히 주무십시오, 무슈.
CON1062.SBE	0	침대 정리는 하지 마시오.
CON1062.SBE	1	지금 상태로 두는 편이 잠들기 더 편합니다.
CON1062.SBE	2	저희 침대가 얼마나 편한지 무슈도 놀라실 겁니다.
CON1062.SBE	3	열차에서는 절대 못 잔다던 분들도 막상 누우면...
CON1062.SBE	4	그대로 두랬잖소!
CON1062.SBE	5	물론입니다, 무슈. 원하시는 대로 하겠습니다.
CON1062.SBE	6	편안한 밤 되십시오, 무슈.
CON1110.SBE	0	실례합니다, 무슈.
CON1110A.SBE	0	실례합니다, 무슈.
CON1110B.SBE	0	실례합니다, 무슈.
CON1110C.SBE	0	실례합니다.
CON1110D.SBE	0	좋은 하루입니다, 무슈 휘트니.
CON1110E.SBE	0	좋은 저녁입니다, 무슈 휘트니.
CON1110F.SBE	0	안녕히 주무십시오, 무슈 휘트니. 편히 쉬세요.
CON1110G.SBE	0	안녕히 주무십시오, 무슈 휘트니. 푹 주무세요.
CON1110H.SBE	0	안녕히 주무십시오, 무슈 휘트니. 푹 주무세요.
CON1111.SBE	0	실례합니다, 마담.
CON1111A.SBE	0	실례합니다, 마담.
CON1112.SBE	0	좋은 저녁입니다, 마담.
CON1112A.SBE	0	좋은 저녁입니다, 마담. 실례합니다.
CON1112B.SBE	0	좋은 하루입니다, 마담.
CON1112C.SBE	0	좋은 하루입니다, 마담. 실례합니다.
CON1112F.SBE	0	좋은 저녁입니다, 무슈.
CON1112G.SBE	0	좋은 하루입니다, 무슈.
CON1150.SBE	0	좋은 저녁이네, 자크. 잘 지내나?
CON1150.SBE	1	은퇴만 기다리는 처지지, 젊은 친구. 어쩐 일로 왔나?
CON1150.SBE	2	별일 아니에요. 그냥 심심해서요.
CON1150.SBE	3	벌써? 시작부터 좋지 않군.
CON1150.SBE	4	뭐, 아시잖아요. 제가 정리할 침대라곤 세 개뿐이고
CON1150.SBE	5	저를 찾는 승객도 딱 한 명뿐이니까요.
CON1150.SBE	6	뭘 그리 불평해, 엄살이 심하군.
CON1150.SBE	7	그 사람들 침대는 왜 안 정리하지?
CON1150.SBE	8	제가 들어갈 수 없는 객실 네 칸에 하렘이 있고...
CON1150.SBE	9	환관은 제가 들어본 어느 말도 못 알아듣고,
CON1150.SBE	10	그 여자들 근처만 가도 칼을 빼들고...
CON1150.SBE	11	어떤 미국인은 침대 정리도 못 하게 합니다.
CON1150.SBE	12	그럼 도대체 누구 침대에서 자겠다는 거야?
CON1150.SBE	13	그러니 제 말이 과장이 아니잖아요!
CON1151.SBE	0	자네 쪽은 어떤가?
CON1151.SBE	1	별문제 없지. 아픈 노인 하나, 아이 하나, 늑대 한 마리, 뭐 특별할 건 없어.
CON1151.SBE	2	다만 조레스 씨가 타지 않은 건 아쉽군.
CON1151.SBE	3	정말 뵙고 싶었는데 말이야.
CON1151.SBE	4	잠깐, 늑대라고 했나?
CON1151.SBE	5	전문가는 아니지만, 아무리 봐도 늑대 같아.
CON1151.SBE	6	아이는 이미 봤고.
CON1151.SBE	7	그렇겠지.
CON1151.SBE	8	그럼 난 돌아가 봐야겠다.
CON1151.SBE	9	저 독일인이 벨 눌렀는데 내가 없으면 전쟁이라도 날 거야.
CON1151.SBE	10	잘 자게, 친구.
CON1152.SBE	0	이런 말 하긴 싫지만, 대화가 너무 즐거워도
CON1152.SBE	1	우리 둘만 있는 건 아닌 것 같군.
CON1152.SBE	2	저 미국인 말입니까? 걱정 마세요, 프랑스어는 한마디도 못 알아들어요.
CON1152.SBE	3	나올 때 창밖으로 몸 내밀지 말라고 했는데,
CON1152.SBE	4	못 알아들어서 영어로 다시 말해 줘야 했습니다.
CON1152.SBE	5	뭐, 확실하다면 됐지.
CON1152.SBE	6	미국인 앞에서는 마음 놓아도 돼.
CON1152.SBE	7	프랑스어 한다는 사람도 제대로 못 알아듣거든. 나중에 보세.
CON1152.SBE	8	잘 자.
CON1200.SBE	0	별일 없지?
CON1200.SBE	1	아니, 그렇지도 않아. 내 객차에 경찰이 들이닥쳤어.
CON1200.SBE	2	그건 아는데, 자넨 왜 나왔어?
CON1200.SBE	3	뭐, 환관이 그 사람들 목을 치고 싶다는데...
CON1200.SBE	4	그건 내 알 바 아니지.
CON1200.SBE	5	그래서 뭘 찾고 있는데?
CON1200.SBE	6	몰랐어? 선로에서 시신이 발견됐대.
CON1200.SBE	7	우리 열차에서 던져진 걸로 보는 모양이야.
CON1200.SBE	8	내 객차의 객실을 전부 검사 중이야.
CON1200.SBE	9	다음은 자네 쪽이야.
CON1200.SBE	10	누가 죽은 건데?
CON1200.SBE	11	외국인이래. 아직 신원은 확인 안 됐고.
CON1200.SBE	12	그럼 왜 우리 열차 사람이라고 보는 거지?
CON1200.SBE	13	승객 명단은 멀쩡해. 실종된 사람도 없어.
CON1200.SBE	14	누가 알겠어? 난 명령만 따를 뿐이지.
CON1200.SBE	15	이 열차는 하루도 조용할 날이 없어.
CON1210.SBE	0	르네, 자네는 자기 객차보다 여기서 보내는 시간이 더 많군.
CON1210.SBE	1	정말 할 일이 없다니까.
CON1210.SBE	2	9번 객실은 비엔나까지 비어 있고... 하렘 쪽은 숨어 지내고...
CON1210.SBE	3	내가 가까이 가면 환관이 내 머릴 날려버릴 기세야.
CON1210.SBE	4	잡지를 세 번이나 읽고도 남아서 여기 온 거야.
CON1210.SBE	5	그건 잡지라기보다 그림책이지. 글보다 그림이 더 많잖아.
CON1210.SBE	6	그러고선 세상 돌아가는 걸 알 수가 없지.
CON1210.SBE	7	좋아, 돌아오는 길엔 조레스 씨 팸플릿 하나 내게 줘.
CON1210.SBE	8	웃어도 좋지만, 우릴 전쟁에서 막아줄 건 사회주의자들이야.
CON1210.SBE	9	난 전쟁이 무섭지 않아. 원한 건 독일 놈들이지 우리가 아니야.
CON1210.SBE	10	하지만 그쪽이 먼저 시작하면...
CON1210.SBE	11	핵심은 그게 아니야.
CON1210.SBE	12	현대전에서는 아무도 이기지 못해. 모두가 지지.
CON1210.SBE	13	군부와 정치인들,
CON1210.SBE	14	그리고 각국의 산업가들이 우리를 전쟁으로 몰아가고 있어.
CON1210.SBE	15	그 대가는 늘 그렇듯 우리 노동자들, 민중이 치르게 되지.
CON1210.SBE	16	무슨 소릴 하는 거야? 자네 사회주의자야?
CON1210.SBE	17	나도 자네 같은 노동자야.
CON1210.SBE	18	전쟁을 피할 유일한 길은 노동자들을 조직하는 거야.
CON1210.SBE	19	독일, 프랑스, 영국의 모든 노동자를.
CON1210.SBE	20	고통받는 건 우리지, 정치인들이 아니야.
CON1210.SBE	21	무슨 말을 하든, 놈들이 시작하면... 알자스를 되찾아야 해!
CON1210.SBE	22	로렌도!
CON1210.SBE	23	아직도 모르겠나. 현대전은 칼로 싸우는 시대가 아니야.
CON1210.SBE	24	학살이 될 거야. 지금은 1870년이 아니라고!
CON1210A.SBE	0	실례합니다. 일하러 가봐야겠습니다.
CON1210A.SBE	1	하지만 자네 말엔 흥미가 가. 이야긴 나중에 마저 하세.
CON1500.SBE	0	무슈, 실례합니다. 그곳은 무슈 객실이 아닙니다.
CON1500A.SBE	0	실례합니다, 무슈 휘트니. 그곳은 무슈 객실이 아닙니다.
CON1500B.SBE	0	그곳은 무슈 객실이 아닙니다. 무슈 객실은 1번입니다.
CON1500C.SBE	0	무슈 객실은 1번, 맨 끝 객실입니다.
CON1501.SBE	0	무슈, 그곳은 헤어 슈미트 객실입니다.
CON1501A.SBE	0	무슈, 그곳은 헤어 아우구스트 슈미트 객실입니다.
CON1502.SBE	0	실례합니다, 무슈 휘트니. 그곳은 무슈 알렉세이 돌니코프 객실입니다.
CON1502A.SBE	0	무슈,
CON1502A.SBE	1	그 객실은 젊은 러시아 신사, 무슈 알렉세이 돌니코프의 객실입니다.
CON1503.SBE	0	무슈, 그곳은 무슈 마흐무드 막타 객실입니다.
CON1503A.SBE	0	그러지 마십시오, 무슈!
CON1503B.SBE	0	무슈, 제발요. 그러다 문제가 생기면 제가 책임질 수 없습니다.
CON1503C.SBE	0	무슈, 실례합니다! 그 객실들은 4번 객실 신사분의 구역입니다.
CON1503D.SBE	0	무슈, 제발요! 4번 객실의 신사분이 몹시 불쾌해하실 겁니다.
CON1503E.SBE	0	무슈, 제발요! 그 숙녀분들은 방해받는 걸 싫어하십니다.
CON2010.SBE	0	그래서, 어젯밤 대화를 이어가려고 온 건가?
CON2010.SBE	1	곰곰이 생각해 봤는데, 조레스 씨 주장엔 모순이 있더군.
CON2010.SBE	2	그래? 어디 한번 설명해 봐!
CON2010.SBE	3	자네 말로는 전쟁이 나도 독일 대 프랑스가 아니라,
CON2010.SBE	4	노동자들끼리 서로 싸우게 된다는 거지.
CON2010.SBE	5	정확해.
CON2010.SBE	6	그리고 총동원이 걸리면 총파업을 해야 한다는 거고.
CON2010.SBE	7	총동원이 걸리면, 그렇지.
CON2010.SBE	8	그러면 전쟁은 없어진다.
CON2010.SBE	9	당연하지. 노동자 없이는 전쟁도 못 하니까.
CON2010.SBE	10	철도도, 공장도 다 멈추면...
CON2010.SBE	11	거기서 문제가 생겨. 우리가 파업해도 독일 노동자들이 안 하면...
CON2010.SBE	12	...그다음엔 어떻게 되지?
CON2010.SBE	13	잠깐만...
CON2010.SBE	14	바로 그거야! 그러면 사흘이면 파리에 들어오겠지.
CON2010.SBE	15	그때 자네 조레스 씨는 어디 있을 것 같나? 브뤼셀이지!
CON2010.SBE	16	잠깐! 자넨 뭐든 너무 단순화해!
CON2010.SBE	17	당연히 국제적 운동을 전제로 하는 말이잖아!
CON2010.SBE	18	뭐, 됐어. 조레스 씨가 안 탄 게 아쉽군.
CON2010.SBE	19	직접 얼굴 보고 그 질문을 던져 보고 싶었는데.
CON2010.SBE	20	딱한 친구 같으니. 자네가 감히 물어봤다 한들...
CON2010.SBE	21	인정해. 이번 논쟁은 내가 이겼어!
CON2020.SBE	0	무슈, 부탁드립니다. 호루라기는 객실 안에서 불어 주십시오.
CON3012.SBE	0	또 당신이오?
CON3012.SBE	1	파리-콘스탄티노플 노선을 탈 때마다 아내에게 약속하지.
CON3012.SBE	2	동양 물건 하나는 꼭 사간다고. 지난번엔 구리 팔찌였고.
CON3012.SBE	3	이번엔 기껏해야 엽서 한 장이겠어.
CON3012.SBE	4	팁도 없다고?
CON3012.SBE	5	미국인은 크게 실망이고, 러시아인은 말할 것도 없어.
CON3012.SBE	6	둘 다 일등석 여행의 의미를 전혀 모르더군.
CON3012.SBE	7	독일인은 보통 큰손이지. 예전에도 태운 적 있는데,
CON3012.SBE	8	이번엔 영 폼이 안 나. 뭔가 마음에 걸린 일이 있는 눈치야.
CON3012.SBE	9	자네 운이 바뀔지도 모르지.
CON3012.SBE	10	그 사람 눈이 F 객실의 음악 천사를 향해 있더군.
CON3012.SBE	11	아침 내내 달콤하게 우리 귀를 즐겁게 해주던 그 아가씨 말이야.
CON3012.SBE	12	신사가 숙녀에게 잘 보이고 싶을 때는
CON3012.SBE	13	돈을 팍팍 쓰기 마련이지.
CON3012.SBE	14	뭐, 자네 말이 맞다면 그중 좀 내게도 떨어지겠군.
CON3012.SBE	15	아무튼 난 하렘 호위인에게 기대를 걸고 있어.
CON3012.SBE	16	그들이 누구 사람인지는 알지?
CON3012.SBE	17	설마, 그럴 리가!
CON3012.SBE	18	저런 사람은 끝까지 가봐야 알아.
CON3012.SBE	19	사람을 벌레 보듯 대하고, 면전에 침 뱉고, 협박하다가...
